ID	NAME
-307	BACLOFEN_SCORED  TAB_25 mg_130
-308	BALANCED  SALT_STERILE  OPHTH  SOL_18 ml_131
-309	BALANCED  SALT_STERILE  OPHTH  SOL_500 ml_132
-310	BALANCED  SALT_STERILE  OPHTH  SOL_15 ml_2026
-311	BALANCED  SALT  PLUS  GLUTATHION_SOL_250 mg_250
-312	BALANCED  SALT  PLUS  GLUTATHION_STERILE  OPHTH  SOL__1401
-313	BARIUM SULFATE_SUSP_135 g/Sachet_1334
-314	BCG  INTRAVESICAL_VIAL__1402
-315	BCG - CANCER_INJ_75 mg_1404
-316	BECLOMETHASONE  DIPROPIONATE_SPRAY_50 mcg/dose_133
-317	BECLOMETHASONE  DIPROPIONATE_NASAL  INHALER_10 mg/container_1405
-318	BECLOMETHASONE  DIPROPIONATE_ORAL  INHALER_10 MG/CONTAINER_2207
-319	BECLOMETHASONE  DIPROPIONATE_SPRAY_250 mcg/dose_4684
-320	BECLOMETHASONE  DIPROPIONATE_SPRAY NASAL_50 mcg/dose_7595
-321	BECLOMETHASONE DIPROPIONATE _SPRAY_100MCG/DOSE _17336
-322	BELLADONNA  PB_ELIXIR_60 ml_135
-323	BELLADONNA  PB_TAB__136
-324	BENZALKONIUM  CHLORIDE_BULK__140
-325	BENZOCAINE_TOP  OINT_5%_141
-326	BENZOIC ACID_BULK__142
-327	BENZOIN TINCTURE_BULK__143
-328	BENZOYL  PEROXIDE_TOP  GEL_10%    (40 g)_137
-329	BENZOYL  PEROXIDE_LOTION_10%    (30 ml)_138
-330	BENZOYL  PEROXIDE_TOP  GEL_5%    (40 g)_139
-331	BENZOYL  PEROXIDE  GEL 10% -T*_BULK_1 g_60160
-332	BENZOYL  PEROXIDE  GEL 5% -T*_BULK_1 g_60150
-333	BENZOYL PEROXIDE  LOTION -T*_BULK_1 ml_60170
-334	BENZTROPINE  MESYLATE_INJ_2 mg/2 ml_144
-335	BENZTROPINE  MESYLATE_SCORED  TAB_2 mg_145
-336	BENZYDAMINE HCL_ORAL  TOP  SOL_0.15%      (120 ml)_1406
-337	BENZYDAMINE HCL_ORAL  TOP  SOL_0.15%      (240 ml)_2027
-338	BENZYL  BENZOATE_BULK__146
-339	BENZYL  BENZOATE_LOTION_25%    (250 ml)_1407
-340	BERACTANT_INTRATRACHEAL INJ_200 mg/8 ml_2372
-341	BERACTANT_VIAL_100 mg/4 ml_16889
-342	BETACAROTENE_CAP_15 mg_2111
-343	BETACAROTENE_CAP_25 mg_2112
-344	BETAFERON® (INTERFERON B 1B )_VIAL_8MIU_2668
-345	BETAHISTINE 2HCL_TAB_8 mg_148
-346	BETAIN ANHYDROUS_ORAL POWDER_100G_9805
-347	BETAINE ANHYDROUS_ORAL POWDER_180G_6370
-348	BETAMETHASON CREAM -T*_BULK_1 g_60180
-349	BETAMETHASON LOTION -T*_BULK_1 ml_60190
-350	BETAMETHASON POMMADE -T*_BULK_1 g_60200
-351	BETAMETHASONE_TAB_0.5 mg_150
-352	BETAMETHASONE  (AS DISODIUM PHOSPHATE)_INJ_4 mg/ml_149
-353	BETAMETHASONE  (AS VALERATE)_LOTION_0.1%    (20 ml)_159
-354	BETAMETHASONE  (AS VALERATE)_TOP  OINT_0.1%    (15 g)_160
-355	BETAMETHASONE  (AS VALERATE)_TOP  CREAM_0.1%    (15 g)_161
-356	BETAMETHASONE  (AS VALERATE)_TOP  OINT_0.1%    (100 g)_5476
-357	BETAMETHASONE DISODIUM PHOSPHATE_OPHTH  OINT_0/1%_151
-358	BETAMETHASONE DISODIUM PHOSPHATE_OPHTH/OTIC/NASAL DROP_0/1%_152
-359	BETAMETHASONE LA_INJ__153
-360	BETAXOLOL  (AS HCL)_STERILE  EYE  DROP_0/5%_163
-361	BETHANECHOL CHLORIDE_TAB_10 mg_162
-362	BEVASIZUMAB_VIAL_100MG/4ML_5615
-363	BEVASIZUMAB_VIAL_400MG/ 16ML_5616
-364	BICALUTAMIDE_TAB_50 mg_6765
-100	A.C.A_TAB__1
-101	ABCIXIMAB_VIAL_10MG/5ML_14083
-102	ABSORPTION  BASE   (ECERIN)_BULK__522
-103	ACARBOSE_TAB_100 mg_2015
-104	ACARBOSE_TAB_50   mg_2016
-105	ACETAMINOPHEN   (PARACETAMOL)_PED  DROP_100 mg/ml_3
-106	ACETAMINOPHEN   (PARACETAMOL)_ORAL  SOL  OR  SYR_120 mg/5 ml_4
-107	ACETAMINOPHEN   (PARACETAMOL)_TAB_325 mg_7
-108	ACETAMINOPHEN   (PARACETAMOL)_SUPP_325 mg_8
-109	ACETAMINOPHEN   (PARACETAMOL)_TAB_500 mg_2012
-110	ACETAMINOPHEN   (PARCETAMOL)_ORAL  SUSP_120 mg/5 ml_5
-111	ACETAMINOPHEN  (PARACETAMOL)_PED  SUPP_125 mg_6
-112	ACETAMINOPHEN  CODEINE_TAB_500 + 8_10
-113	ACETAMINOPHEN  CODEINE_TAB_300 mg - 20 mg_2243
-114	ACETAMINOPHEN  CODEINE_TAB_300 mg - 10 mg_8440
-115	ACETAZOLAMIDE_TAB_250 mg_11
-116	ACETAZOLAMIDE  (AS SODIUM)_INJ_500 mg_12
-117	ACETIC  ACID_BULK__13
-118	ACETIC  ACID  1/5%  EAR_BULK__60010
-119	ACETONE_BULK__14
-120	ACETYLCHOLINE CHLORIDE_OPHTH  AMP_1%_15
-121	ACETYLCYSTEINE_INJ_200 mg/ml    (2 g/10 ml)_16
-122	ACETYLCYSTEINE_TAB_200 mg_1868
-123	ACICLOVIR_OPHTH  OINT_3%_20
-124	ACICLOVIR_TAB_200 mg_21
-125	ACICLOVIR_SCORED  TAB_400 mg_23
-126	ACICLOVIR_INJ_500 mg_2366
-127	ACICLOVIR_TAB_800 mg_12401
-128	ACICLOVIR  (AS SODIUM)_INJ_250 mg_22
-129	ACITRETIN_CAP_10 mg_17
-130	ACITRETIN_CAP_25 mg_18
-131	ADALIMUMAB_INJ_40MG / 0.8ML_16164
-132	ADEFOVIR  DIPIVOXIL_TAB_10 mg_6853
-133	ADENOSINE_INJ_3 mg/ml    (2 ml)_1836
-134	ADULT COLD_TAB__25
-135	ALBENDAZOL_TAB_400 mg_26
-136	ALBENDAZOL_SUSP_400 mg/10 ml_1376
-137	ALBENDAZOL_TAB_200 mg_1377
-138	ALBUMIN  (HUMAN)_INFU_20%    (50 ml)_27
-139	ALBUMIN  (HUMAN)_INFU_5%    (100 ml)_28
-140	ALBUMIN  (HUMAN)_INJ_20%    (100 ml)_6887
-141	ALBUMIN  (HUMAN)_INJ_5%   ( 250 ml)_11504
-142	ALBUMIN  (HUMAN)_INFU_5%    (500 ml)_12520
-143	ALBUMIN  (HUMAN)_INJ_20%    (10 ml)_99900
-144	ALBUMIN  (HUMAN)_INJ_20%    (250 ml)_99901
-145	ALBUMIN  (HUMAN)_INJ_20%    (500 ml)_99902
-146	ALCHOLE IODE_BULK__60020
-147	ALDURAZYME® (LARONIDAS )_VIAL_100IU/ML 5ML_6353
-148	ALENDRONATE  (AS SODIUM)_TAB_10 mg_1842
-149	ALENDRONATE  (AS SODIUM)_TAB_35 mg_2405
-150	ALENDRONATE  (AS SODIUM)_TAB_70 mg_2406
-151	ALFENTANIL_INJ_0.5 mg/ml    (5 ml)_11151
-152	ALFENTANIL  (AS HCL)_INJ_0.5 mg/ml    (2 ml)_1378
-153	ALFENTANIL (AS HCL)_INJ_0.5 mg/ml    (10 ml)_1365
-154	ALGLUCOSIDASE_VIAL_50mg_12292
-155	ALLOPURINOL_TAB_100 mg_38
-156	ALLOPURINOL_TAB_300 mg_2017
-157	ALMOND  OIL_BULK__39
-158	ALMOND  OIL  BITTER_BULK__1974
-159	ALPHA_OINT__1381
-160	ALPRAZOLAM_SCORED  TAB_0.5 mg_40
-161	ALPRAZOLAM_SCORED  TAB_1 mg_1382
-162	ALPRENOLOL HCL_TAB_50 mg_41
-163	ALTEPLASE_VIAL_50MG_5775
-164	ALTEPLASE_VIAL_10MG_11407
-165	ALTEPLASE_VIAL_20MG_22174
-166	ALTUZAN®_INJ_100MG/4Ml_5615
-167	ALTUZAN® (BEVASIZUMAB)_INJ_400MG/ 16ML_5616
-168	ALUMINIUM  CHLORIDE_BULK__44
-169	ALUMINIUM  HYDROXIDE  (AS DRIED GEL)_CHEWABLE  TAB_300 mg_45
-170	ALUMINIUM  HYDROXIDE  (AS GEL)_SUSP_320 mg/5 ml_46
-171	ALUMINIUM  MG_SUSP__47
-172	ALUMINIUM  MG_CHEWABLE  TAB__48
-173	ALUMINIUM  MG_SUSP__2018
-174	ALUMINIUM  MG S_SUSP__49
-175	ALUMINIUM  MG S_CHEWABLE  TAB__50
-176	ALUMINIUM  MG S_SUSP_10 mg/Sachet_2019
-177	AMANTADINE   HCL_CAP_100 mg_51
-178	AMBENONIUM  CHLORIDE_TAB_10 mg_52
-179	AMIKACIN  (AS SULFATE)_INJ_50 mg/ml    (100mg)  (2ml)_53
-180	AMIKACIN  (AS SULFATE)_INJ_250 mg/ml    (500 mg)    (2ml)_54
-181	AMILORIDE_TAB_5 mg_7038
-182	AMILORIDE_TAB_50 mg_99903
-183	AMINO ACID10%_INFU_250ML 10%_14115
-184	AMINOACID  5%_INFU_500 ml_57
-185	AMINOACID 10%_INFU_500 ml_56
-186	AMINOGLUTETHIMIDE_SCORED  TAB_250 mg_58
-187	AMINOPHYLLINE_INJ_250 mg/10 ml_61
-188	AMIODARONE  HCI_SCORED  TAB_200 mg_63
-189	AMIODARONE  HCI_INJ_150 mg/3 ml_64
-190	AMITRIPTYLINE  HCI_COATED  TAB_10 mg_65
-191	AMITRIPTYLINE  HCI_COATED  TAB_100 mg_66
-192	AMITRIPTYLINE  HCI_COATED  TAB_25 mg_68
-193	AMITRIPTYLINE  HCI_SCORED  COATED  TAB_50 mg_69
-194	AMLODIPINE   (AS BESYLATE)_TAB_5 mg_70
-195	AMMONIUM  CHLORIDE_BULK__72
-196	AMMONIUM  HYDROXIDE_BULK__74
-197	AMMONIUM ALUM_BULK__71
-198	AMOXICILLIN_SUSP_125 mg/5 ml    (100 ml)_75
-199	AMOXICILLIN_CAP_250 mg_76
-200	AMOXICILLIN_CAP_500 mg_77
-201	AMOXICILLIN_SUSP_250 mg/5 ml    (100 ml)_78
-202	AMOXICILLIN_TAB_250 mg_2020
-203	AMOXICILLIN_TAB_500 mg_2021
-204	AMOXICILLIN_POWDER  FOR  SUSPENSION_200 mg/5 ml_6523
-205	AMOXICILLIN_POWDER  FOR  SUSPENSION_400 mg/5 ml_6524
-206	AMOXICILLIN_CHEWABLE  TAB_400 mg_99904
-207	AMPHOTERICIN - B_VIAL_50 mg/20 ml_79
-208	AMPHOTERICIN-B LIPOSOMAL_VIAL__17094
-209	AMPICILLIN_SUSP_125 mg/5 ml    (100 ml)_83
-210	AMPICILLIN_CAP_250 mg_84
-211	AMPICILLIN_CAP_500 mg_85
-212	AMPICILLIN_SUSP_250 mg/5 ml    (100 ml)_86
-213	AMPICILLIN_TAB_250 mg_1386
-214	AMPICILLIN_TAB_500 mg_1387
-215	AMPICILLIN  (AS SODIUM)_INJ_1 g_80
-216	AMPICILLIN  (AS SODIUM)_INJ_250 mg_81
-217	AMPICILLIN  (AS SODIUM)_INJ_500 mg_82
-218	AMPICILLIN + SULBACTAM_INJ_2 g /1 g ( 3g)_6938
-219	AMPICILLIN + SULBACTAM_INJ_1 g /0.5 g ( 1.5 g)_6939
-220	AMRINONE  (AS  LACTATE)_INJ_100 mg/20 ml_87
-221	AMYL  NITRITE_AMP  FOR  INHALATION__1388
-222	ANAGRALIDE_CAP_0.5 MG_7659
-223	ANETHUM_TAB (BILISTER)__1389
-224	ANETHUM_TAB (JAR)__10115
-225	ANGIPARS_CREAM&CAP_30G_10877
-226	ANTI - D  IMMUNEGLOBULIN_INJ_250 mcg_1098
-227	ANTI - D  IMMUNEGLOBULIN_INJ_300 mcg_1099
-228	ANTI HEMOPHILIC FACTOR  (Factor VIII)_INJ_250 U_89
-229	ANTI HEMOPHILIC FACTOR  (Factor VIII)_INJ_500 U_90
-230	ANTI HEMORRHOID_RECTAL  OINT_15 g_96
-231	ANTI HEMORRHOID_SUPP__97
-232	ANTI HISTAMINE   DECONGESTANT_TAB__98
-233	ANTI HISTAMINE   DECONGESTANT SR_COATED  TAB__2022
-234	ANTI LYMPHOCYTE   IMMUNOGLOBULIN_INJ_100 mg/5 ml_99
-235	ANTI LYMPHOCYTE   IMMUNOGLOBULIN_INJ_50 mg/ml_1391
-236	ANTI SCORPION  VENOM  SERUM_INJ_5 ml_1392
-237	ANTI SNAKE  VENOM  SERUM_INJ_10 ml_1393
-238	ANTI THYMOCYTE  IMMUNOGLOBULIN_AMP_250 mg/5 ml_100
-239	ANTI THYMOCYTE  IMMUNOGLOBULIN_AMP_25 mg/ml_2371
-240	ANTI THYMOCYTE  IMMUNOGLOBULIN_INJ_100 mg/5 ml_99962
-241	ANTIHEMOPHILIC FACTOR (FACTOR VIII) VONWILLEBRAND_VIAL_500 U_9563
-242	ANTIHEMOPHILIC FACTOR (FACTOR VIII) VONWILLEBRAND_VIAL_250 U_12423
-243	ANTIHEMOPHILIC FACTOR IX_VIAL_600IU_15891
-244	ANTIHEMOPHILIC FACTOR VIII (RECOMBINANT)_VIAL_500U_12544
-245	ANTIHEMOPHILIC FACTOR VIII (RECONBINANT)_INJ_250U_13238
-246	ANTIHEMOPHILIC FACTOR VIII VONWILLEBRAND_VIAL_1000/500IU_22419
-247	ANTIHEMOPHILIC FACTOR VIII VONWILLEBRAND_VIAL_500/500IU_25929
-248	ANTIHEMOPHILIC FACTOR VIIa( بیماران هموفیلی رایگان )_VIAL_1.2 mg_2682
-249	ANTIHEMOPHILIC FACTOR XIII_AMP_250u_14664
-250	APOMORPHINE HCL , 1/2 H20_INJ_10 mg/ml_101
-251	APREPITANT_TAB_125/80/80mg_12008
-252	APREPITANT_CAP_125 mg_13434
-253	APREPITANT_CAP_80/80mg_13435
-254	APREPITANT_CAP_125/80/80MG_18986
-255	APREPITANT_TAB_80mg_99963
-256	APREPITANT_TAB_125 mg_99964
-257	APROTININ_INJ_50,000 kiu/ml_102
-258	APROTININ_INJ_20,000  kiu/ml_1394
-259	APROTININ_AMP_100,000 Iu/10ml_1861
-260	ARACHIS OIL_BULK__103
-261	ARGININE HCL_INJ_10%    (300 ml)_104
-262	ARIPIPERAZOLE_TAB_10mg_5519
-365	BICARBONATE_POWDER  PACKAGE__5284
-366	BICARBONATE IDEMSA_POWDER__6521
-367	BIPERIDEN HCL_TAB_2 mg_164
-368	BIPERIDEN HCL SR_COATED  TAB_4 mg_1410
-369	BIPERIDEN LACTATE_INJ_5 mg_165
-370	BISACODYL_SUPP_10 mg_166
-371	BISACODYL_EC  TAB_5 mg_167
-372	BISACODYL_PED  SUPP_5 mg_168
-373	BISMUTH SUB CITRATE_TAB_120 mg_169
-374	BISMUTH SUB NITRATE_BULK__60710
-375	BLEOMYCIN  (AS SULFATE)_VIAL_15 mg_170
-376	BORAX_BULK__171
-377	BORIC ACID_BULK__172
-378	BORTENAT® (BORTEZOMIB)_INJ_3.5MG_7088
-379	BORTEZOMIB_INJ_3.5MG_7088
-380	BOSENTAN_TAB_125 mg_7848
-381	BOSENTAN_TAB_62.5 mg_12114
-382	BOTTLE   3000CC_BULK__99968
-383	BOTTLE  1000CC_BULK__99966
-384	BOTTLE  120CC_BULK__60910
-385	BOTTLE  2000CC_BULK__99967
-386	BOTTLE  240 CC_BULK__60920
-387	BOTTLE  500 CC_BULK__99965
-388	BOTTLE  60 CC_BULK__60900
-389	BOTULINUM A TOXIN_INJ_1 ml_1875
-390	BOTULINUM A TOXIN_INJ_500IU_3623
-391	BOTULINUM A TOXIN_INJ_100IU_11798
-392	BOTULINUM A TOXIN_INJ_300IU_19172
-393	BOTULINUM A TOXIN_VIAL_50_21097
-394	BOTULISM MONOVALENT (E)_ANTITOXIN__1411
-395	BOTULISM POLYVALENT (A+B+E)_INJ__1412
-396	BOVACTANT_AMP_50 mg/1.2 ml_4254
-397	BOVINE  LUNG  SURFACTANT_LYOPHILIZED  POWDER_120 mg/4 ml_11244
-398	BOVINE LIPID EXTRACT SURFACTANT_INJ_27mg/ml-(5ml)_21266
-399	BRETYLIUM  TOSILATE_INJ_50 mg/ml    (10 ml)_175
-400	BRETYLIUM  TOSILATE_INJ_50 mg/ml    (2 ml)_2252
-401	BRETYLIUM  TOSILATE_INJ_50 mg/ml    (20 ml)_2253
-402	BRINZOLAMIDE_OPHTH  SUSP_1%_1930
-403	BROMHEXINE  HCL_INJ_4 mg/2 ml_176
-404	BROMHEXINE  HCL_ELIXIR_4 mg/5 ml_177
-405	BROMHEXINE  HCL_TAB_8 mg_178
-406	BROMOCRIPTINE_TAB_2.5 mg_179
-407	BUDESONIDE_NEBULISING SUSPENSION_0.5MG/2Ml_8889
-408	BUDESONIDE_NEBULISING SUSPENSION_1MG/2Ml_8891
-409	BUDESONIDE/FORMOTEROL_INHALER_320/9MCG_16503
-410	BUDESONIDE/FORMOTEROL_INHALER_160/4.5MCG_16506
-411	BULDOLAX®_TAB__6228
-412	BUPIVACAINE  HCL_INJ_0.25%    (20 ml)_181
-413	BUPIVACAINE  HCL_INJ_0.5%    (10 ml)_182
-414	BUPIVACAINE  HCL_INJ  (SPINAL)_0.5%    (4 ml)_1413
-415	BUPIVACAINE  HCL_INJ_0.25%    (10 ml)_2316
-416	BUPIVACAINE  HCL_INJ_0.5%    (20 ml)_2317
-417	BUPRENORPHINE  (AS HCL)_INJ_0.3 mg/ml_1414
-418	BURN OINTMENT (FOR MINOR BURNS)_TOP  OINT__183
-419	BUSERELIN  (AS ACETATE)_NASAL  SPRAY__184
-420	BUSERELIN  ACETATE_VIAL_5.5 mg/5.5ml_185
-421	BUSPIRONE HCL_SCORED  TAB_5 mg_1888
-422	BUSPIRONE HCL_TAB_10 mg_11020
-423	BUSULFAN_TAB_2 mg_186
-424	BUSULFAN_AMP_6 mg/ml_6700
-425	Base Glues ostomyConvexچسب پایه استومی_UN_1_88620
-426	Base Glues ostomyچسب پایه استومیFlat_UN_1_88612
-427	C-LAX®_TAB (JAR)__187
-428	C-LAX®_TAB (BILISTER)__13497
-429	CABERGULINE_TAB_0.5 mg_2287
-430	CABERGULINE_TAB_1 mg_2374
-431	CABERGULINE_TAB_2 mg_8822
-432	CADE OIL (GOODRON)_BULK__188
-433	CALAMIN CREAM -T*_BULK_1 g_60210
-434	CALAMINE - D_TOP  CREAM_8%    (30 g)_190
-435	CALAMINE - D_LOTION_8%    (60 ml)_2592
-436	CALCITONIN_INJ_50 iu/ml_194
-437	CALCITONIN_INJ_100 iu/ml_2312
-438	CALCITONIN  SALMON_NASAL  SPRAY_100 iu/dose_1415
-439	CALCITONIN  SALMON_NASAL  SPRAY_200 iu/dose_1738
-440	CALCITRIOL_CAP_0.25 mcg_195
-441	CALCIUM  (AS CARBONATE)_COATED  TAB_500 mg_198
-442	CALCIUM  (AS GLUCONATE)_TAB_45 mg_1417
-443	CALCIUM  CHLORIDE_INJ_100 mg/ml    (10 ml)_2113
-444	CALCIUM  CITRATE_TAB__11440
-445	CALCIUM  FORTE_EFF  TAB__199
-446	CALCIUM  GLUCONATE_INJ_10%    (10 ml)_200
-447	CALCIUM - D_FC  TAB__197
-448	CALCIUM FOLINATE 30MG/3ML_AMP_30 mg/3ml_736
-449	CALCIUM FULINATE_TAB_15 mg_738
-450	CALCIUM FULINATE_INJ_10 mg/ml    (10 ml)_9570
-451	CALCIUM FULINATE_VIAL_200 mg/20ml_9572
-452	CALCIUM FULINATE_VIAL_400mg/40 ml_9573
-453	CALCIUM FULINATE_AMP_10 mg/ml    (5 ml)_11889
-454	CALCIUM FULINATE_VIAL_100 mg_16766
-455	CALCIUM FULINATE_INJ_500mg_19476
-456	CALCIUM FULINATE( LEUCOVORIN CALCIUM)_TAB_25 mg_739
-457	CALCIUM FULINATE( LEUCOVORIN CALCIUM)_TAB_5 mg_740
-458	CALCIUM PANTOTHENATE_TAB_100 mg_201
-459	CALENDULA®_OINT__202
-460	CAMPHOR_BULK__203
-461	CAPECITABINE_TAB_150 mg_2492
-462	CAPECITABINE_TAB_500 mg_2493
-463	CAPREOMYCIN  (AS SULFATE)_INJ  (IM)_1 g_204
-464	CAPTOPRIL_SCORED  TAB_25 mg_205
-465	CAPTOPRIL_SCORED  TAB_50 mg_206
-466	CARAWAY MIXTURE®_ORAL SOLUTION__1419
-467	CARBAMAZEPINE_SCORED  TAB_200 mg_208
-468	CARBAMAZEPINE  SR_TAB_400 mg_1420
-469	CARBAMAZEPINE  SR_TAB_200 mg_2114
-470	CARBAMIDE PEROXIDE_LIQIUD  FOR  TOP  ORAL_10%    (15 ml)_209
-471	CARBOPLATIN_VIAL_150 mg_214
-472	CARBOPLATIN_VIAL_50 mg_215
-473	CARBOPLATIN_INJ_10 mg/ml    (5 ml)_2375
-474	CARBOPLATIN_INJ_10 mg/ml    (15 ml)_2376
-475	CARBOPLATIN_VIAL_450MG_13830
-638	CLOTRIMAZOLE_TOP  SOL_1%    (20 ml)_327
-639	CLOTRIMAZOLE_VAG  TAB_100 mg_328
-640	CLOTRIMAZOLE_VAG  CREAM_2%    (20 g)_2230
-641	CLOTRIMAZOLE_VAG  CREAM_2%    (50 g)_11225
-642	CLOTRIMAZOLE CREAM -T*_BULK_1 g_60240
-643	CLOTRIMAZOLE LOTION -T*_BULK_1 ml_60250
-644	CLOXACILLIN  (AS SODIUM)_CAP_250 mg_329
-645	CLOXACILLIN  (AS SODIUM)_INJ_250 mg_330
-646	CLOXACILLIN  (AS SODIUM)_CAP_500 mg_331
-647	CLOXACILLIN  (AS SODIUM)_INJ_1 g_2120
-648	CLOXACILLIN  (AS SODIUM)_TAB_250 mg_99911
-649	CLOXACILLIN  (AS SODIUM)_TAB_500 mg_99912
-650	CLOXACILLIN (AS SODIUM)_INJ_500 mg_332
-651	CLOZAPINE_TAB_100 mg_334
-652	CLOZAPINE_TAB_25 mg_1743
-653	CO-AMOXICLAV_SUSP_156 mg_335
-654	CO-AMOXICLAV_SUSP  (SACHET)_312 mg_336
-655	CO-AMOXICLAV_FC  TAB_375 mg_337
-656	CO-AMOXICLAV_FC  TAB_625 mg_338
-657	CO-AMOXICLAV_SUSP_312 mg_1440
-658	CO-AMOXICLAV_SUSP  (SACHET)_156 mg_1754
-659	CO-AMOXICLAV_POWDER  FOR  SUSPENSION_200/28.5 mg/5 ml_2205
-660	CO-AMOXICLAV_POWDER  FOR  SUSPENSION_400/57 mg/5 ml_2206
-661	CO-TRIMOXAZOLE_ADULT  TAB__339
-662	CO-TRIMOXAZOLE_SUSP__340
-663	CO-TRIMOXAZOLE_INFU_400 - 80 mg/5 ml_341
-664	CO-TRIMOXAZOLE_PED  TAB__342
-665	CO-TRIMOXAZOLE_TAB_800 - 160 mg_5526
-666	COAL TAR_BULK__343
-667	COAL TAR_LOTION_5%_346
-668	COD  LIVER  OIL_BULK__347
-669	CODEINE  PHOSPHATE_COATED  TAB_30 mg_1352
-670	COGRAFT®(TACROLIMUS )_CAP_1mg_2083
-671	COGRAFT®(TACROLIMUS )_CAP_0.5mg_5804
-672	COLCHICINE_TAB_1 mg_348
-673	COLFOSCERIL PALMITATE_INTRATRACHEAL__1368
-674	COLLODION_BULK__351
-675	COLOFAZIMINE_CAP_50 mg_1437
-676	CONGUGATED  ESTROGENS_TAB_0.625 mg_352
-677	CONGUGATED  ESTROGENS_VAG  CREAM_0.625 mg/g_353
-678	CONGUGATED  ESTROGENS_TAB_1.25 mg_354
-679	CONGUGATED  ESTROGENS_INJ_25 mg/5 ml_355
-680	CONTRACEPTIVE  DE_COATED  TAB_one-blister_1442
-681	CONTRACEPTIVE  HD_COATED  TAB_one-blister_356
-682	CONTRACEPTIVE  LD_COATED  TAB__357
-683	CONTRACEPTIVE  LD (+ Fe)_COATED  TAB__1444
-684	CONTRACEPTIVE  TRIPHASIC_COATED  TAB__358
-685	COPPER  SULFATE_BULK__359
-686	CORTICOTROPHIN_INJ_40 u/ml_360
-687	CORTICOTROPHIN_INJ_80 u/ml_361
-688	CREAM BASE  (COLD CREAM)_BULK__362
-689	CROMOLYN  SODIUM_INHAL  CAP_20 mg_364
-690	CROMOLYN  SODIUM_NASAL  SPRAY_2%    (30 ml)_365
-691	CROMOLYN  SODIUM_STERILE  EYE  DROP_2%    (10 ml)_1152
-692	CROMOLYN  SODIUM_SOL  FOR  NEBULISATION_10 mg/ml    (2 ml)_1448
-693	CROMOLYN  SODIUM_AEROSOL_1 mg/dose_1449
-694	CROMOLYN  SODIUM_SOL  FOR  INHALATION_20 mg/2 ml_1450
-695	CROMOLYN  SODIUM_STERILE  EYE  DROP_2%    (5 ml)_1748
-696	CROMOLYN  SODIUM_NASAL  SPRAY_2%    (13 ml)_1749
